Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
0.004328500000000,0,0xD0,0x75,Write,ACK
0.004833000000000,1,0xD1,0x68,Read,NAK
0.005354750000000,2,0xD0,0x6B,Write,ACK
0.005571000000000,2,0xD0,0x00,Write,ACK
0.006079500000000,3,0xD0,0x3B,Write,ACK
0.006586250000000,4,0xD1,0xC3,Read,ACK
0.006802500000000,4,0xD1,0x60,Read,ACK
0.007018750000000,4,0xD1,0x05,Read,ACK
0.007235000000000,4,0xD1,0xBC,Read,ACK
0.007451250000000,4,0xD1,0xEA,Read,ACK
0.007667500000000,4,0xD1,0x68,Read,NAK
0.008185250000000,5,0xD0,0x3B,Write,ACK
0.008691750000000,6,0xD1,0xC2,Read,ACK
0.008908000000000,6,0xD1,0xF0,Read,ACK
0.009124500000000,6,0xD1,0x06,Read,ACK
0.009340750000000,6,0xD1,0x00,Read,ACK
0.009557000000000,6,0xD1,0xEA,Read,ACK
0.009773000000000,6,0xD1,0x3C,Read,NAK
0.010290750000000,7,0xD0,0x75,Write,ACK
0.010795500000000,8,0xD1,0x68,Read,NAK
0.011324000000000,9,0xD0,0x1C,Write,ACK
0.011540250000000,9,0xD0,0x18,Write,ACK
6.957732500000000,10,0xD0,0x6B,Write,ACK
6.957948750000000,10,0xD0,0x80,Write,ACK
6.987406250000000,11,0xD0,0x6B,Write,ACK
6.987622500000000,11,0xD0,0x00,Write,ACK
7.015591250000000,12,0xD0,0x6D,Write,ACK
7.015807500000000,12,0xD0,0x70,Write,ACK
7.043743000000000,13,0xD0,0x6E,Write,ACK
7.043959250000000,13,0xD0,0x06,Write,ACK
7.075029000000000,14,0xD0,0x6F,Write,ACK
7.075533750000000,15,0xD1,0xA5,Read,NAK
7.149521500000000,16,0xD0,0x6D,Write,ACK
7.149737750000000,16,0xD0,0x00,Write,ACK
7.181830250000000,17,0xD0,0x00,Write,ACK
7.182334750000000,18,0xD1,0x81,Read,NAK
7.238181500000000,19,0xD0,0x00,Write,ACK
7.238686000000000,20,0xD1,0x81,Read,NAK
7.239340750000000,21,0xD0,0x01,Write,ACK
7.239845250000000,22,0xD1,0x79,Read,NAK
7.240500000000000,23,0xD0,0x02,Write,ACK
7.241004750000000,24,0xD1,0x81,Read,NAK
7.340264250000000,25,0xD0,0x25,Write,ACK
7.340480500000000,25,0xD0,0x7F,Write,ACK
7.370519750000000,26,0xD0,0x6A,Write,ACK
7.371024500000000,27,0xD1,0x00,Read,NAK
7.371603000000000,28,0xD0,0x6A,Write,ACK
7.371819250000000,28,0xD0,0x00,Write,ACK
7.415031750000000,29,0xD0,0x25,Write,ACK
7.415248000000000,29,0xD0,0x68,Write,ACK
7.448418250000000,30,0xD0,0x6A,Write,ACK
7.448922750000000,31,0xD1,0x00,Read,NAK
7.449475500000000,32,0xD0,0x6A,Write,ACK
7.449691750000000,32,0xD0,0x02,Write,ACK
7.511215000000000,33,0xD0,0x6D,Write,ACK
7.511431500000000,33,0xD0,0x00,Write,ACK
7.511963000000000,34,0xD0,0x6E,Write,ACK
7.512179250000000,34,0xD0,0x00,Write,ACK
7.513674250000000,35,0xD0,0x6D,Write,ACK
7.513890500000000,35,0xD0,0x00,Write,ACK
7.514422000000000,36,0xD0,0x6E,Write,ACK
7.514638250000000,36,0xD0,0x00,Write,ACK
7.515191000000000,37,0xD0,0x6F,Write,ACK
7.515695500000000,38,0xD1,0xFB,Read,NAK
7.516233250000000,39,0xD0,0x6F,Write,ACK
7.516738000000000,40,0xD1,0xFD,Read,NAK
7.517275500000000,41,0xD0,0x6F,Write,ACK
7.517780000000000,42,0xD1,0xFF,Read,NAK
7.518317750000000,43,0xD0,0x6F,Write,ACK
7.518822250000000,44,0xD1,0x01,Read,NAK
7.519359750000000,45,0xD0,0x6F,Write,ACK
7.519864250000000,46,0xD1,0x03,Read,NAK
7.520402000000000,47,0xD0,0x6F,Write,ACK
7.520906500000000,48,0xD1,0x05,Read,NAK
7.521444000000000,49,0xD0,0x6F,Write,ACK
7.521948500000000,50,0xD1,0x07,Read,NAK
7.522486250000000,51,0xD0,0x6F,Write,ACK
7.522990750000000,52,0xD1,0x09,Read,NAK
7.523528250000000,53,0xD0,0x6F,Write,ACK
7.524033000000000,54,0xD1,0x00,Read,NAK
7.524570500000000,55,0xD0,0x6F,Write,ACK
7.525075000000000,56,0xD1,0x26,Read,NAK
7.525612500000000,57,0xD0,0x6F,Write,ACK
7.526117000000000,58,0xD1,0x53,Read,NAK
7.526654500000000,59,0xD0,0x6F,Write,ACK
7.527159000000000,60,0xD1,0x46,Read,NAK
7.527696250000000,61,0xD0,0x6F,Write,ACK
7.528200750000000,62,0xD1,0x00,Read,NAK
7.528738250000000,63,0xD0,0x6F,Write,ACK
7.529242750000000,64,0xD1,0x00,Read,NAK
7.529780500000000,65,0xD0,0x6F,Write,ACK
7.530285000000000,66,0xD1,0x2A,Read,NAK
7.530822750000000,67,0xD0,0x6F,Write,ACK
7.531327000000000,68,0xD1,0x40,Read,NAK
